28.90054,-81.26367
35.88264,-80.08199
33.95015,-118.03917
47.92526,-97.03285
40.93121,-73.89875
33.7207,-116.21677
40.72371,-73.95097
47.64995,-117.23991
37.73604,-120.93549
32.42067,-104.22884
41.47892,-87.45476
34.14251,-118.25508
47.4943,-122.24092
42.93369,-72.27814
41.15376,-87.88754
29.65163,-82.32483
42.97086,-82.42491
44.27804,-88.27205
33.50921,-111.89903
40.2737,-76.88442
42.52787,-70.92866
42.55308,-87.93341
41.15376,-87.88754
40.72816,-74.07764
28.90054,-81.26367
35.61452,-88.81395
36.61033,-88.31476
43.1009,-75.23266
33.72255,-116.37697
39.00622,-77.4286
40.94065,-73.99681
41.85059,-87.882
38.06084,-97.92977
37.73604,-120.93549
34.09611,-118.10583
45.16024,-93.08883
42.52787,-70.92866
37.73604,-120.93549
41.57721,-93.71133
41.84364,-87.71255
36.91023,-121.75689
26.18924,-98.15529
42.16808,-88.42814
41.47892,-87.45476
43.1009,-75.23266
37.52487,-77.55777
41.57721,-93.71133
41.72059,-87.70172
42.97086,-82.42491
41.72059,-87.70172
26.18924,-98.15529
42.55308,-87.93341
26.2173,-80.22588
43.91452,-69.96533
38.96372,-76.99081
41.85059,-87.882
41.27621,-72.86843
42.52787,-70.92866
36.02506,-86.77917
39.71734,-74.96933
33.72255,-116.37697
40.68066,-73.47429
32.52515,-93.75018
40.68066,-73.47429
41.55815,-73.0515
41.9001,-71.08977
34.14251,-118.25508
37.71715,-122.40433
40.93121,-73.89875
29.65163,-82.32483
41.55838,-81.56929
45.49428,-122.86705
38.54491,-121.74052
45.49428,-122.86705
42.93369,-72.27814
43.61062,-72.97261
43.16547,-77.70066
25.67927,-80.31727
40.56754,-89.64066
29.53885,-95.44744
41.14676,-73.49484
42.58342,-71.8023
40.64621,-73.97069
47.80527,-122.24064
41.6764,-91.58045
43.91452,-69.96533
35.25064,-91.73625
39.57582,-105.11221
32.5007,-94.74049
30.16688,-96.39774
41.16704,-73.20483
39.43534,-84.20299
40.68066,-73.47429
42.55308,-87.93341
44.27804,-88.27205
38.96372,-76.99081
40.65538,-74.38987
44.73941,-93.12577
40.65995,-111.99633
41.9001,-71.08977
37.73604,-120.93549
39.72943,-104.83192
27.09978,-82.45426
28.90054,-81.26367
42.30865,-83.48216
34.09668,-117.71978
44.99012,-123.02621
46.32374,-120.00865
41.55815,-73.0515
27.09978,-82.45426
26.68451,-80.66756
37.71715,-122.40433
31.76212,-95.63079
33.52253,-117.70755
33.92946,-116.97725
40.58654,-122.39168
39.71734,-74.96933
41.6764,-91.58045
33.93113,-117.54866
30.17746,-81.38758
37.71715,-122.40433
33.72255,-116.37697
35.05266,-78.87836
33.03699,-117.29198
37.73604,-120.93549
34.95303,-120.43572
40.57788,-73.95958
36.61033,-88.31476
27.09978,-82.45426
41.85059,-87.882
41.9001,-71.08977
42.52787,-70.92866
46.09273,-88.64235
35.25064,-91.73625
40.64621,-73.97069
32.52515,-93.75018
34.09668,-117.71978
42.16808,-88.42814
37.71715,-122.40433
34.06635,-84.67837
38.96372,-76.99081
33.45122,-86.99666
39.45621,-77.96389
44.27804,-88.27205
40.65995,-111.99633
38.96372,-76.99081
34.25628,-78.04471
34.09668,-117.71978
33.41012,-91.06177
42.93369,-72.27814
40.34912,-111.90466
34.25628,-78.04471
32.52515,-93.75018
42.16808,-88.42814
34.95303,-120.43572
41.16704,-73.20483
42.97086,-82.42491
31.76212,-95.63079
33.41012,-91.06177
41.24255,-82.61573
32.52515,-93.75018
33.76446,-117.79394
37.95143,-91.77127
40.57788,-73.95958
38.96372,-76.99081
40.64621,-73.97069
40.67705,-73.89125
40.57788,-73.95958
